Data,Time,Date
"Channel1:1023",18:14:37.1327,26/2/2022
"Channel2:29",18:14:37.1327,26/2/2022
"Channel1:28",18:14:37.1327,26/2/2022
"Channel2:28",18:14:37.1327,26/2/2022
"Channel1:24",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:28",18:14:37.1344,26/2/2022
"Channel1:24",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:24",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:29",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:29",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:29",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:25",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:28",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:25",18:14:37.1344,26/2/2022
"Channel1:24",18:14:37.1344,26/2/2022
"Channel2:26",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:26",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:28",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:25",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:28",18:14:37.1344,26/2/2022
"Channel1:25",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:29",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:26",18:14:37.1344,26/2/2022
"Channel1:25",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:24",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:26",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:26",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:28",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:276",18:14:37.1344,26/2/2022
"Channel2:26",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:24",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:22",18:14:37.1344,26/2/2022
"Channel2:26",18:14:37.1344,26/2/2022
"Channel1:26",18:14:37.1344,26/2/2022
"Channel2:27",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:28",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:28",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:29",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1344,26/2/2022
"Channel2:29",18:14:37.1344,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:30",18:14:37.1361,26/2/2022
"Channel1:27",18:14:37.1361,26/2/2022
"Channel2:29",18:14:37.1361,26/2/2022
"Channel1:23",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:27",18:14:37.1361,26/2/2022
"Channel2:26",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:26",18:14:37.1361,26/2/2022
"Channel1:23",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:29",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:25",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:29",18:14:37.1361,26/2/2022
"Channel1:25",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:26",18:14:37.1361,26/2/2022
"Channel1:26",18:14:37.1361,26/2/2022
"Channel2:26",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:29",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:26",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:25",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:25",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:24",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:26",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:23",18:14:37.1361,26/2/2022
"Channel2:26",18:14:37.1361,26/2/2022
"Channel1:25",18:14:37.1361,26/2/2022
"Channel2:26",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:27",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1361,26/2/2022
"Channel2:28",18:14:37.1361,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:27",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:27",18:14:37.1378,26/2/2022
"Channel2:34",18:14:37.1378,26/2/2022
"Channel1:24",18:14:37.1378,26/2/2022
"Channel2:26",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:27",18:14:37.1378,26/2/2022
"Channel1:26",18:14:37.1378,26/2/2022
"Channel2:27",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:26",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:29",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:29",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:27",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:29",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:26",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:29",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:25",18:14:37.1378,26/2/2022
"Channel1:26",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:26",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:30",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:30",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:27",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:30",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:27",18:14:37.1378,26/2/2022
"Channel1:26",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:24",18:14:37.1378,26/2/2022
"Channel2:24",18:14:37.1378,26/2/2022
"Channel1:28",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:24",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:29",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:30",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:26",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:30",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1378,26/2/2022
"Channel2:27",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:28",18:14:37.1378,26/2/2022
"Channel1:27",18:14:37.1378,26/2/2022
"Channel2:29",18:14:37.1378,26/2/2022
"Channel1:25",18:14:37.1378,26/2/2022
"Channel2:26",18:14:37.1378,26/2/2022
"Channel1:23",18:14:37.1378,26/2/2022
"Channel2:27",18:14:37.1378,26/2/2022
"Channel1:26",18:14:37.1378,26/2/2022
"Channel2:26",18:14:37.1378,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:28",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:28",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:28",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:29",18:14:37.1394,26/2/2022
"Channel1:26",18:14:37.1394,26/2/2022
"Channel2:26",18:14:37.1394,26/2/2022
"Channel1:26",18:14:37.1394,26/2/2022
"Channel2:25",18:14:37.1394,26/2/2022
"Channel1:25",18:14:37.1394,26/2/2022
"Channel2:26",18:14:37.1394,26/2/2022
"Channel1:24",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:24",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:29",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:28",18:14:37.1394,26/2/2022
"Channel1:27",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:24",18:14:37.1394,26/2/2022
"Channel2:25",18:14:37.1394,26/2/2022
"Channel1:26",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:23",18:14:37.1394,26/2/2022
"Channel2:26",18:14:37.1394,26/2/2022
"Channel1:27",18:14:37.1394,26/2/2022
"Channel2:26",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:25",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:30",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:30",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:28",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:30",18:14:37.1394,26/2/2022
"Channel1:26",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:27",18:14:37.1394,26/2/2022
"Channel2:26",18:14:37.1394,26/2/2022
"Channel1:23",18:14:37.1394,26/2/2022
"Channel2:26",18:14:37.1394,26/2/2022
"Channel1:25",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:24",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:25",18:14:37.1394,26/2/2022
"Channel2:27",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:26",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:30",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:30",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:28",18:14:37.1394,26/2/2022
"Channel1:1023",18:14:37.1394,26/2/2022
"Channel2:30",18:14:37.1394,26/2/2022
"Channel1:24",18:14:37.1394,26/2/2022
"Channel2:26",18:14:37.1394,26/2/2022
"Channel1:23",18:14:37.1411,26/2/2022
"Channel2:27",18:14:37.1411,26/2/2022
"Channel1:27",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:23",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:25",18:14:37.1411,26/2/2022
"Channel2:27",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:31",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:29",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:25",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:27",18:14:37.1411,26/2/2022
"Channel1:26",18:14:37.1411,26/2/2022
"Channel2:26",18:14:37.1411,26/2/2022
"Channel1:24",18:14:37.1411,26/2/2022
"Channel2:27",18:14:37.1411,26/2/2022
"Channel1:25",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:24",18:14:37.1411,26/2/2022
"Channel2:26",18:14:37.1411,26/2/2022
"Channel1:24",18:14:37.1411,26/2/2022
"Channel2:26",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:29",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:29",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:29",18:14:37.1411,26/2/2022
"Channel1:25",18:14:37.1411,26/2/2022
"Channel2:29",18:14:37.1411,26/2/2022
"Channel1:25",18:14:37.1411,26/2/2022
"Channel2:26",18:14:37.1411,26/2/2022
"Channel1:24",18:14:37.1411,26/2/2022
"Channel2:26",18:14:37.1411,26/2/2022
"Channel1:26",18:14:37.1411,26/2/2022
"Channel2:26",18:14:37.1411,26/2/2022
"Channel1:24",18:14:37.1411,26/2/2022
"Channel2:27",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:31",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:29",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:29",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:25",18:14:37.1411,26/2/2022
"Channel2:27",18:14:37.1411,26/2/2022
"Channel1:21",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:25",18:14:37.1411,26/2/2022
"Channel2:29",18:14:37.1411,26/2/2022
"Channel1:26",18:14:37.1411,26/2/2022
"Channel2:30",18:14:37.1411,26/2/2022
"Channel1:25",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:33",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:26",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:27",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:28",18:14:37.1411,26/2/2022
"Channel1:1023",18:14:37.1411,26/2/2022
"Channel2:27",18:14:37.1411,26/2/2022
"Channel1:26",18:14:37.1428,26/2/2022
"Channel2:26",18:14:37.1428,26/2/2022
"Channel1:28",18:14:37.1428,26/2/2022
"Channel2:1016",18:14:37.1428,26/2/2022
"Channel1:27",18:14:37.1428,26/2/2022
"Channel2:1017",18:14:37.1428,26/2/2022
"Channel1:25",18:14:37.1428,26/2/2022
"Channel2:26",18:14:37.1428,26/2/2022
"Channel1:24",18:14:37.1428,26/2/2022
"Channel2:26",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:24",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:27",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:25",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:24",18:14:37.1428,26/2/2022
"Channel2:25",18:14:37.1428,26/2/2022
"Channel1:26",18:14:37.1428,26/2/2022
"Channel2:29",18:14:37.1428,26/2/2022
"Channel1:24",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:25",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:26",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:30",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:29",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:29",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:26",18:14:37.1428,26/2/2022
"Channel2:27",18:14:37.1428,26/2/2022
"Channel1:26",18:14:37.1428,26/2/2022
"Channel2:25",18:14:37.1428,26/2/2022
"Channel1:26",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:25",18:14:37.1428,26/2/2022
"Channel2:27",18:14:37.1428,26/2/2022
"Channel1:26",18:14:37.1428,26/2/2022
"Channel2:23",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:29",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:27",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:26",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:26",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:30",18:14:37.1428,26/2/2022
"Channel1:25",18:14:37.1428,26/2/2022
"Channel2:26",18:14:37.1428,26/2/2022
"Channel1:23",18:14:37.1428,26/2/2022
"Channel2:27",18:14:37.1428,26/2/2022
"Channel1:25",18:14:37.1428,26/2/2022
"Channel2:26",18:14:37.1428,26/2/2022
"Channel1:23",18:14:37.1428,26/2/2022
"Channel2:28",18:14:37.1428,26/2/2022
"Channel1:26",18:14:37.1428,26/2/2022
"Channel2:26",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:29",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:29",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1428,26/2/2022
"Channel2:27",18:14:37.1428,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:29",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:31",18:14:37.1444,26/2/2022
"Channel1:24",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:23",18:14:37.1444,26/2/2022
"Channel2:29",18:14:37.1444,26/2/2022
"Channel1:25",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:26",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:26",18:14:37.1444,26/2/2022
"Channel2:31",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:29",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:27",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:27",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:26",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:25",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:28",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:28",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:26",18:14:37.1444,26/2/2022
"Channel2:24",18:14:37.1444,26/2/2022
"Channel1:26",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:23",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:25",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:25",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:1023",18:14:37.1444,26/2/2022
"Channel2:27",18:14:37.1444,26/2/2022
"Channel1:25",18:14:37.1444,26/2/2022
"Channel2:25",18:14:37.1444,26/2/2022
"Channel1:26",18:14:37.1444,26/2/2022
"Channel2:28",18:14:37.1444,26/2/2022
"Channel1:23",18:14:37.1444,26/2/2022
"Channel2:26",18:14:37.1444,26/2/2022
"Channel1:24",18:14:37.1444,26/2/2022
"Channel2:25",18:14:37.1444,26/2/2022
"Channel1:24",18:14:37.1461,26/2/2022
"Channel2:28",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:27",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:26",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:28",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:28",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:27",18:14:37.1461,26/2/2022
"Channel1:26",18:14:37.1461,26/2/2022
"Channel2:27",18:14:37.1461,26/2/2022
"Channel1:27",18:14:37.1461,26/2/2022
"Channel2:29",18:14:37.1461,26/2/2022
"Channel1:26",18:14:37.1461,26/2/2022
"Channel2:26",18:14:37.1461,26/2/2022
"Channel1:27",18:14:37.1461,26/2/2022
"Channel2:28",18:14:37.1461,26/2/2022
"Channel1:23",18:14:37.1461,26/2/2022
"Channel2:25",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:28",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:29",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:28",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:27",18:14:37.1461,26/2/2022
"Channel1:1023",18:14:37.1461,26/2/2022
"Channel2:27",18:14:37.1461,26/2/2022
"Channel1:26",18:14:37.1461,26/2/2022
"Channel2:27",18:14:37.1461,26/2/2022
"Channel1:25",18:14:37.1461,26/2/2022
"Channel2:29",18:14:37.1461,26/2/2022
